id;koy_kod;kod;ad
39400;21128;51463;HÜRRİYET
39401;21128;51464;İSTİKLAL
39402;21128;51465;YENİ
39403;21129;55033;KÖYÜN KENDİSİ
39404;21130;55034;KÖYÜN KENDİSİ
39405;21131;55035;KÖYÜN KENDİSİ
39406;21132;55036;KÖYÜN KENDİSİ
39407;21133;55037;KÖYÜN KENDİSİ
39408;21134;55038;KÖYÜN KENDİSİ
39409;21135;55039;KÖYÜN KENDİSİ
39410;21136;55040;KÖYÜN KENDİSİ
39411;21137;51466;İSTİKLAL
39412;21137;51467;ZAFER
39413;21138;55041;KÖYÜN KENDİSİ
39414;21139;55042;KÖYÜN KENDİSİ
39415;21140;55043;KÖYÜN KENDİSİ
39416;21141;55044;KÖYÜN KENDİSİ
39417;21142;55045;YUKARI
39418;21142;55046;AŞAĞI
39419;21143;55047;KÖYÜN KENDİSİ
39420;21144;55048;KÖYÜN KENDİSİ
39421;21145;55049;KÖYÜN KENDİSİ
39422;21146;55050;KÖYÜN KENDİSİ
39423;21147;55051;KÖYÜN KENDİSİ
39424;21148;55052;KÖYÜN KENDİSİ
39425;21149;55053;KÖYÜN KENDİSİ
39426;21150;55054;KÖYÜN KENDİSİ
39427;21151;55055;KÖYÜN KENDİSİ
39428;21152;55056;KÖYÜN KENDİSİ
39429;21153;55057;KÖYÜN KENDİSİ
39430;21154;55058;KÖYÜN KENDİSİ
39431;21155;55059;KÖYÜN KENDİSİ
39432;21156;55060;KÖYÜN KENDİSİ
39433;21157;55061;KÖYÜN KENDİSİ
39434;21158;55062;KÖYÜN KENDİSİ
39435;21159;55063;KÖYÜN KENDİSİ
39436;21160;55064;KÖYÜN KENDİSİ
39437;21161;55065;KÖYÜN KENDİSİ
39438;21162;55066;KÖYÜN KENDİSİ
39439;21163;51468;CUMHURİYET
39440;21163;51469;HÜRRİYET
39441;21163;51470;ZAFER
39442;21164;51471;CUMHURİYET
39443;21164;51472;HÜRRİYET
39444;21164;140559;PINARBAŞI
39445;21164;140561;YALNIZSARAY
39446;21165;55067;KÖYÜN KENDİSİ
39447;21166;55068;KÖYÜN KENDİSİ
39448;21167;55069;KÖYÜN KENDİSİ
39449;21168;55070;KÖYÜN KENDİSİ
39450;21169;55071;KÖYÜN KENDİSİ
39451;21169;55072;HARLEK YAYLASI
39452;21169;55073;KARAKAYA
39453;21170;55074;KÖYÜN KENDİSİ
39454;21171;55075;KÖYÜN KENDİSİ
39455;21172;55076;KÖYÜN KENDİSİ
39456;21172;55077;ÇALKÖY YAYLASI
39457;21173;55078;KÖYÜN KENDİSİ
39458;21174;55079;KÖYÜN KENDİSİ
39459;21175;55080;AHMET ÇAVUŞLAR
39460;21175;55081;OSMAN ÇAVUŞLAR
39461;21176;55082;KÖYÜN KENDİSİ
39462;21177;55083;KÖYÜN KENDİSİ
39463;21178;55084;KÖYÜN KENDİSİ
39464;21178;55085;KETENOVA
39465;21179;55086;KÖYÜN KENDİSİ
39466;21180;55087;KÖYÜN KENDİSİ
39467;21181;55088;KÖYÜN KENDİSİ
39468;21182;55089;KÖYÜN KENDİSİ
39469;21183;55090;KÖYÜN KENDİSİ
39470;21184;55091;KÖYÜN KENDİSİ
39471;21185;55092;KÖYÜN KENDİSİ
39472;21185;55093;KOCA OLUK
39473;21186;55094;ALTINTAŞ
39474;21186;55095;KÜMBET 
39475;21186;55096;YUNUS EMRE
39476;21186;55097;MEVLANA
39477;21187;55098;KÖYÜN KENDİSİ
39478;21188;198711;KÖYÜN KENDİSİ
39479;21189;55122;KÖYÜN KENDİSİ
39480;21191;55127;KÖYÜN KENDİSİ
39481;21192;55128;KÖYÜN KENDİSİ
39482;21192;55129;ŞENİŞLER KÖYÜ KETENOVA YAYLASI
39483;21193;55130;KÖYÜN KENDİSİ
39484;21194;55131;KÖYÜN KENDİSİ
39485;21195;55132;KÖYÜN KENDİSİ
39486;21197;98368;KÖYÜN KENDİSİ
39487;21198;51473;CERELLER
39488;21198;51474;KEMALLER
39489;21198;51475;MEYDAN
39490;21198;51476;YUKARI
39491;21199;55134;KÖYÜN KENDİSİ
39492;21200;55135;KÖYÜN KENDİSİ
39493;21201;55136;KÖYÜN KENDİSİ
39494;21202;55137;KÖYÜN KENDİSİ
39495;21203;55138;KÖYÜN KENDİSİ
39496;21204;55139;KÖYÜN KENDİSİ
39497;21205;55140;KÖYÜN KENDİSİ
39498;21206;55141;KÖYÜN KENDİSİ
39499;21207;55142;KÖYÜN KENDİSİ
39500;21208;55143;KÖYÜN KENDİSİ
39501;21209;55144;KÖYÜN KENDİSİ
39502;21210;51477;CAMİİ KEBİR
39503;21210;51478;ESENTEPE 
39504;21211;55145;KÖYÜN KENDİSİ
39505;21212;55146;KÖYÜN KENDİSİ
39506;21213;55147;KÖYÜN KENDİSİ
39507;21214;55148;KÖYÜN KENDİSİ
39508;21215;55149;KÖYÜN KENDİSİ
39509;21216;55150;KÖYÜN KENDİSİ
39510;21217;55151;KÖYÜN KENDİSİ
39511;21218;55152;KÖYÜN KENDİSİ
39512;21219;55153;KÖYÜN KENDİSİ
39513;21220;55154;KÖYÜN KENDİSİ
39514;21221;55234;KÖYÜN KENDİSİ
39515;21222;51479;CUMHURİYET
39516;21222;51480;HASANTEPE
39517;21222;51481;HİSAR
39518;21222;51482;KARŞIYAKA
39519;21223;55155;KÖYÜN KENDİSİ
39520;21224;55156;KÖYÜN KENDİSİ
39521;21225;55157;KÖYÜN KENDİSİ
39522;21226;55158;KÖYÜN KENDİSİ
39523;21227;55159;KÖYÜN KENDİSİ
39524;21228;55160;KÖYÜN KENDİSİ
39525;21229;55161;KÖYÜN KENDİSİ
39526;21231;55163;KÖYÜN KENDİSİ
39527;21232;51483;CUMHURİYET
39528;21232;51484;KÜÇÜKLER
39529;21232;51485;OSMANLI
39530;21232;51486;ILICAKSU
39531;21233;55164;KÖYÜN KENDİSİ
39532;21233;55165;KARABURUN
39533;21233;55166;AKKAYA
39534;21233;55167;KOZCAĞIZ
39535;21233;55168;GÖÇEMEN
39536;21234;55169;KÖYÜN KENDİSİ
39537;21235;55170;KÖYÜN KENDİSİ
39538;21236;55171;KÖYÜN KENDİSİ
39539;21236;55172;BAHÇELİEVLER
39540;21237;55173;KÖYÜN KENDİSİ
39541;21238;55174;KÖYÜN KENDİSİ
39542;21239;55175;KÖYÜN KENDİSİ
39543;21240;55176;KÖYÜN KENDİSİ
39544;21241;55177;KÖYÜN KENDİSİ
39545;21242;55178;KÖYÜN KENDİSİ
39546;21242;55179;SAKIZLIK
39547;21243;55180;KÖYÜN KENDİSİ
39548;21244;55181;KÖYÜN KENDİSİ
39549;21245;55182;KÖYÜN KENDİSİ
39550;21246;55183;KÖYÜN KENDİSİ
39551;21246;55184;ÜSTÜBEŞ
39552;21247;55185;KÖYÜN KENDİSİ
39553;21248;55186;KÖYÜN KENDİSİ
39554;21249;55187;KÖYÜN KENDİSİ
39555;21250;55188;KÖYÜN KENDİSİ
39556;21251;55189;KÖYÜN KENDİSİ
39557;21252;55190;KÖYÜN KENDİSİ
39558;21253;55191;KÖYÜN KENDİSİ
39559;21254;55192;KÖYÜN KENDİSİ
39560;21255;51487;CAFERGAZİ
39561;21255;51488;CUMHURİYET
39562;21255;51489;TURGUT ÖZAL
39563;21255;51490;ZAFER
39564;21256;55193;KÖYÜN KENDİSİ
39565;21257;55194;KÖYÜN KENDİSİ
39566;21258;55195;KÖYÜN KENDİSİ
39567;21259;55196;KÖYÜN KENDİSİ
39568;21260;55197;KÖYÜN KENDİSİ
39569;21261;55198;KÖYÜN KENDİSİ
39570;21262;55199;KÖYÜN KENDİSİ
39571;21263;55200;KÖYÜN KENDİSİ
39572;21264;55201;KÖYÜN KENDİSİ
39573;21265;55202;KÖYÜN KENDİSİ
39574;21266;51491;AKPINAR
39575;21266;51492;CUMHURİYET
39576;21266;51493;DERE
39577;21266;51494;ESENTEPE
39578;21266;51495;HAMAM
39579;21266;51496;KAPAKLICA
39580;21266;51497;KAYNARCA
39581;21266;140563;ÇALCAĞIL
39582;21267;55203;KÖYÜN KENDİSİ
39583;21269;51498;CUMHURİYET
39584;21269;51499;KALEHİSAR
39585;21270;55205;KÖYÜN KENDİSİ
39586;21271;55206;KÖYÜN KENDİSİ
39587;21272;51501;ÇİMENLİ
39588;21272;51502;MERKEZ
39589;21272;51503;ŞEHİTLER
39590;21272;51504;ÇAMLICA
39591;21273;55207;KÖYÜN KENDİSİ
39592;21275;55209;KÖYÜN KENDİSİ
39593;21276;55210;KÖYÜN KENDİSİ
39594;21277;55211;KÖYÜN KENDİSİ
39595;21278;55212;KÖYÜN KENDİSİ
39596;21279;55213;KÖYÜN KENDİSİ
39597;21280;55214;KÖYÜN KENDİSİ
39598;21281;55215;KÖYÜN KENDİSİ
39599;21282;55216;KÖYÜN KENDİSİ
39600;21283;55217;KÖYÜN KENDİSİ
39601;21284;55218;KÖYÜN KENDİSİ
39602;21285;55219;KÖYÜN KENDİSİ
39603;21286;55220;KÖYÜN KENDİSİ
39604;21286;55221;GENCER
39605;21287;55222;KÖYÜN KENDİSİ
39606;21288;55223;KÖYÜN KENDİSİ
39607;21289;55224;KÖYÜN KENDİSİ
39608;21290;55225;KÖYÜN KENDİSİ
39609;21291;55226;KÖYÜN KENDİSİ
39610;21292;55227;KÖYÜN KENDİSİ
39611;21292;55228;ÖRÜCE
39612;21293;51505;ÇİMENLİK
39613;21293;51506;YENİ
39614;21294;55229;KÖYÜN KENDİSİ
39615;21295;51508;ALİPAŞA
39616;21295;51509;ÇARŞI
39617;21295;51510;YENİ
39618;21296;55230;KÖYÜN KENDİSİ
39619;21297;51511;CUMHURİYET
39620;21297;51512;MEYDAN
39621;21298;51513;FATİH
39622;21298;51514;YILDIRIM
39623;21299;55231;KÖYÜN KENDİSİ
39624;21300;55232;KÖYÜN KENDİSİ
39625;21301;55233;KÖYÜN KENDİSİ
39626;21302;55235;KÖYÜN KENDİSİ
39627;21303;51515;DAYINLAR
39628;21303;51516;ERGENEKON
39629;21303;51517;GAZİKEMAL
39630;21303;51518;KIZILTEPE
39631;21303;51519;KUMTAŞ
39632;21303;51520;MUHİPLER
39633;21303;51521;ÖZYURT
39634;21303;51522;SALUR
39635;21303;51523;SAYGILAR
39636;21303;51524;ULUOYMAK
39637;21303;51525;UMURBEY
39638;21303;51526;GEDİZOSB
39639;21303;196449;HACIBABA
39640;21304;55236;KÖYÜN KENDİSİ
39641;21304;55237;ÇİFTLİK 
39642;21304;99482;İNCESU
39643;21306;55238;KÖYÜN KENDİSİ
39644;21306;55239;İNCİKLER
39645;21307;55240;OVA
39646;21307;55241;İKİPINAR
39647;21307;55242;AKSAKLAR
39648;21308;55243;KÖYÜN KENDİSİ
39649;21309;55244;KÖYÜN KENDİSİ
39650;21310;51529;FATİH
39651;21310;51530;ÖZYURT
39652;21311;55246;DELİAĞA
39653;21311;55247;DERE
39654;21311;55248;YUKARIARICA
39655;21311;55249;ORTA
39656;21312;55250;KÖYÜN KENDİSİ
39657;21313;51531;FATİH
39658;21314;55251;YENİ 
39659;21314;55252;ESKİ
39660;21314;55253;OVA
39661;21315;55254;KÖYÜN KENDİSİ
39662;21316;55255;KÖYÜN KENDİSİ
39663;21317;55256;KÖYÜN KENDİSİ
39664;21318;55257;KÖYÜN KENDİSİ
39665;21319;55258;KÖYÜN KENDİSİ
39666;21320;55259;KÖYÜN KENDİSİ
39667;21321;51533;CAMİKEBİR
39668;21321;51534;HİSAR
39669;21321;51535;İSMETPAŞA
39670;21321;51536;KURTULUŞ
39671;21321;51537;PARK
39672;21321;51538;SABIRGAZİ
39673;21321;140903;AKÇAALAN
39674;21322;51539;ERGENEKON
39675;21322;51540;ÜLKÜ
39676;21323;51541;ÇAMLIK
39677;21323;51542;ÇANDIR
39678;21324;51543;GÜNEY
39679;21324;51544;KUZEY
39680;21326;55263;KÖYÜN KENDİSİ
39681;21327;55264;KÖYÜN KENDİSİ
39682;21327;55266;GENÇLER
39683;21328;51546;FATİH
39684;21328;51547;YAVUZ
39685;21329;55267;KÖYÜN KENDİSİ
39686;21330;51548;ÇİMENTEPE
39687;21330;51549;GÜRSU
39688;21331;55268;KÖYÜN KENDİSİ
39689;21332;55269;KÖYÜN KENDİSİ
39690;21334;55271;KÖYÜN KENDİSİ
39691;21335;55272;KÖYÜN KENDİSİ
39692;21336;55273;KÖYÜN KENDİSİ
39693;21337;55274;HANİFECİKLER
39694;21337;55275;KÖY
39695;21337;55276;KARABACAKLAR KÖYÜ
39696;21338;51550;ATATÜRK
39697;21338;51551;FATİH SULTAN MEHMET
39698;21339;55277;KÖYÜN KENDİSİ
39699;21340;55278;SAZ
39700;21340;55279;KAYA DÜZÜ
39701;21340;55280;KIRAN KÖY
39702;21341;51552;FATİH
39703;21341;51553;ÖZYURT
39704;21341;51554;YENİ
39705;21342;55281;KÖYÜN KENDİSİ
39706;21343;55282;HACI ZEYBEKLER
39707;21343;55283;KURTÇAM KÖYÜ
39708;21343;100170;YENİMAHALLE
39709;21344;55284;KÖYÜN KENDİSİ
39710;21345;55285;KÖYÜN KENDİSİ
39711;21346;55286;KÖYÜN KENDİSİ
39712;21347;55287;KÖYÜN KENDİSİ
39713;21348;55288;KÖYÜN KENDİSİ
39714;21349;55289;KÖYÜN KENDİSİ
39715;21350;55290;KÖYÜN KENDİSİ
39716;21351;55291;KÖYÜN KENDİSİ
39717;21352;55292;KÖYÜN KENDİSİ
39718;21353;55293;KÖYÜN KENDİSİ
39719;21354;55294;KÖYÜN KENDİSİ
39720;21355;55295;KÖYÜN KENDİSİ
39721;21356;55296;KÖYÜN KENDİSİ
39722;21357;55297;KÖYÜN KENDİSİ
39723;21358;55298;KÖYÜN KENDİSİ
39724;21359;55299;KÖYÜN KENDİSİ
39725;21360;55300;KÖYÜN KENDİSİ
39726;21361;51555;HAMZABEY
39727;21361;51556;YENİ
39728;21361;51557;İBRAHİMKAHYA 
39729;21361;99698;GÖLCÜK
39730;21362;51558;ÇAY
39731;21362;51559;YENİ
39732;21363;55301;MANDIRA
39733;21363;55303;YEŞİLOVA KÖYÜ
39734;21364;55304;KÖYÜN KENDİSİ
39735;21365;51560;FATİH
39736;21365;51561;YUNUSEMRE
39737;21366;51562;CUMHURİYET
39738;21366;51563;KARŞIYAKA
39739;21366;51564;ŞEHİTLER
39740;21366;51565;YENİDOĞAN
39741;21366;51566;YEŞİLHİSAR
39742;21366;51567;82.YIL 
39743;21367;55305;KÖYÜN KENDİSİ
39744;21368;55306;KÖYÜN KENDİSİ
39745;21369;55307;KÖYÜN KENDİSİ
39746;21369;55308;AŞAĞI BEYKÖY
39747;21370;55309;KÖYÜN KENDİSİ
39748;21371;51568;GAZİ
39749;21371;51569;YUNUSEMRE
39750;21372;55310;KÖYÜN KENDİSİ
39751;21373;55311;KÖYÜN KENDİSİ
39752;21374;55312;KÖYÜN KENDİSİ
39753;21375;51570;BAHÇELİEVLER
39754;21375;51571;EMİRSULTAN
39755;21376;55313;KÖYÜN KENDİSİ
39756;21377;55314;KÖYÜN KENDİSİ
39757;21378;51572;CUMHURİYET
39758;21378;51573;KARŞIYAKA
39759;21378;51574;YENİDOĞAN
39760;21379;55315;KÖYÜN KENDİSİ
39761;21380;55316;KÖYÜN KENDİSİ
39762;21380;55317;İNKAYA
39763;21381;55318;KÖYÜN KENDİSİ
39764;21382;55319;KÖYÜN KENDİSİ
39765;21383;55320;KÖYÜN KENDİSİ
39766;21384;55321;KÖYÜN KENDİSİ
39767;21385;55322;KÖYÜN KENDİSİ
39768;21386;55323;KÖYÜN KENDİSİ
39769;21386;55324;BAKILAR DAMLARI
39770;21387;51575;ALIDEDE
39771;21387;51576;HAKSIZHASAN
39772;21387;51577;TEKKE
39773;21388;55325;KÖYÜN KENDİSİ
39774;21389;55326;KÖYÜN KENDİSİ
39775;21390;55327;KÖYÜN KENDİSİ
39776;21391;55328;KÖYÜN KENDİSİ
39777;21392;51578;ADNANMENDERES
39778;21392;51579;ATATÜRK
39779;21392;51580;AYVALI
39780;21392;51581;FATİH
39781;21392;51582;HOCAAHMETYESEVİ
39782;21392;51583;TURGUT ÖZAL
39783;21392;51587;YAKUPLAR ATATÜRK
39784;21392;51588;YAKUPLAR FATİH
39785;21393;55329;KÖYÜN KENDİSİ
39786;21394;55330;KÖYÜN KENDİSİ
39787;21395;55331;KÖYÜN KENDİSİ
39788;21395;55332;YAPAK
39789;21396;55333;KÖYÜN KENDİSİ
39790;21397;51584;ATATÜRK
39791;21397;51585;KEPEZ
39792;21397;51586;MENDERES
39793;21398;55334;KÖYÜN KENDİSİ
39794;21400;55335;KÖYÜN KENDİSİ
39795;21401;51589;CUMA
39796;21401;51590;ESENEVLER
39797;21401;51591;FATİH
39798;21401;51592;HİSARARDI
39799;21401;51593;KARAKÜR
39800;21401;51594;KARŞIYAKA
39801;21401;51595;KEKLİKTEPE
39802;21401;51596;SIRAPAYAM
39803;21401;51597;TABAKHANE
39804;21401;51598;TEPECİK
39805;21401;51599;YENİ
39806;21401;51600;101 EVLER
39807;21401;51601;4 Eylül
39808;21401;51602;MURADINLAR
39809;21401;51603;DEĞİRMENCİLER
39810;21401;51604;ÇAVDIR
39811;21401;108779;BEYCE
39812;21401;140555;HACIAHMETOĞLU
39813;21401;140557;YEŞİLOVA
39814;21402;55336;KÖYÜN KENDİSİ
39815;21403;55337;KÖYÜN KENDİSİ
39816;21404;51605;CEVİZLİK
39817;21404;51606;KINIK
39818;21404;51607;SAVCILAR
39819;21405;55338;KÖYÜN KENDİSİ
39820;21405;55339;TOKLAR
39821;21406;55340;AKSAZ-OBA
39822;21406;55341;KÖYÜN KENDİSİ
39823;21406;55342;AKSAZ-MEVKİ
39824;21407;55343;KÖYÜN KENDİSİ
39825;21408;51608;ATATÜRK
39826;21408;51609;CUMHURİYET
39827;21409;55344;KÖYÜN KENDİSİ
39828;21410;55345;BEYLİKLER
39829;21410;55346;KÖYÜN KENDİSİ
39830;21412;55347;KÖYÜN KENDİSİ
39831;21413;55348;KÖYÜN KENDİSİ
39832;21415;51614;CAMİİ KEBİR
39833;21415;51615;CUMHURİYET
39834;21416;51616;KARACALAR
39835;21416;51617;DEMİRCİ
39836;21416;140905;ÇAYSİMAV
39837;21416;140907;ÖREYLER
39838;21417;55349;KÖYÜN KENDİSİ
39839;21418;55350;KÖYÜN KENDİSİ
39840;21419;55351;KÖYÜN KENDİSİ
39841;21420;55352;KÖYÜN KENDİSİ
39842;21421;51618;CUMA
39843;21421;51619;FATİH
39844;21423;55355;MUSTAFAEFENDİ
39845;21423;55356;KÖYÜN KENDİSİ
39846;21425;55358;KÖYÜN KENDİSİ
39847;21425;55359;SAYA
39848;21426;51620;HİSARBEY
39849;21427;55360;KÖYÜN KENDİSİ
39850;21428;51622;ÖZDERE
39851;21428;51623;YENİ
39852;21429;55361;KÖYÜN KENDİSİ
39853;21429;55362;KOZANLAR
39854;21430;51624;HİSAR
39855;21430;51625;ÖREN
39856;21431;55363;KÖYÜN KENDİSİ
39857;21432;55364;KÖYÜN KENDİSİ
39858;21432;55365;EFEDAMLAR
39859;21433;55366;KÖYÜN KENDİSİ
39860;21434;55367;MERCANLAR
39861;21434;55368;KÖYÜN KENDİSİ
39862;21435;55369;KÖYÜN KENDİSİ
39863;21436;51626;CUMHURİYET
39864;21436;51627;HÜRRİYET
39865;21437;51629;FATİH
39866;21437;51630;GAZİ
39867;21438;55370;KÖYÜN KENDİSİ
39868;21439;55371;KÖYÜN KENDİSİ
39869;21440;55372;KÖYÜN KENDİSİ
39870;21440;55373;KABAŞLAR
39871;21441;55374;KÖYÜN KENDİSİ
39872;21442;51631;KADILAR
39873;21442;51632;YENİ
39874;21442;51633;KAYA
39875;21442;51634;DERE
39876;21443;55375;KÖYÜN KENDİSİ
39877;21444;55376;KÖYÜN KENDİSİ
39878;21445;51635;CUMHURİYET
39879;21445;51636;FATİH
39880;21445;140553;HAMZABEY
39881;21446;55377;KÖYÜN KENDİSİ
39882;21447;55378;KÖYÜN KENDİSİ
39883;21449;55379;KÖYÜN KENDİSİ
39884;21450;55380;KÖYÜN KENDİSİ
39885;21451;55381;KÖYÜN KENDİSİ
39886;21452;55382;KÖYÜN KENDİSİ
39887;21453;55383;YENİ
39888;21453;55384;KÖYÜN KENDİSİ
39889;21454;51640;RAHİMLER
39890;21454;51641;ŞENBİRLİK
39891;21455;55385;KÖYÜN KENDİSİ
39892;21456;55386;KÖYÜN KENDİSİ
39893;21457;55387;KÖYÜN KENDİSİ
39894;21458;55388;KÖYÜN KENDİSİ
39895;21459;55389;AŞAĞI
39896;21459;55390;YUKARI
39897;21459;55391;KÖYÜN KENDİSİ
39898;21460;51642;GAZİ
39899;21460;51643;MEVLANA
39900;21461;51644;YENİ 
39901;21461;51645;YEŞİLYAYLA
39902;21462;51647;CUMHURİYET
39903;21462;51648;FATİH
39904;21462;51651;ÇOBANLAR
39905;21463;55392;KÖYÜN KENDİSİ
39906;21464;55393;KÖYÜN KENDİSİ
39907;21465;51652;DARICI
39908;21466;51654;GÖKÇEPINAR
39909;21466;51655;YENİ
39910;21467;55394;KÖYÜN KENDİSİ
39911;21469;55396;KÖYÜN KENDİSİ
39912;21470;55397;KÖYÜN KENDİSİ
39913;21471;55398;KÖYÜN KENDİSİ
39914;21472;55399;KÖYÜN KENDİSİ
39915;21473;55400;KÖYÜN KENDİSİ
39916;21474;55401;KÖYÜN KENDİSİ
39917;21475;55402;MAHMUTLAR
39918;21475;55403;KÖYÜN KENDİSİ
39919;21476;55404;KÖYÜN KENDİSİ
39920;21476;55405;AZİZLER
39921;21477;55406;KAİLİ
39922;21477;55407;KÖYÜN KENDİSİ
39923;21478;55408;KÖYÜN KENDİSİ
39924;21479;55409;KÖYÜN KENDİSİ
39925;21479;55410;BÜDÜZ
39926;21480;55411;KÖYÜN KENDİSİ
39927;21480;55412;TEPEBAŞI
39928;21481;55413;KÖYÜN KENDİSİ
39929;21482;55414;KÖYÜN KENDİSİ
39930;21483;55415;GURBETLER
39931;21483;55416;ALAN
39932;21483;55417;KÖYÜN KENDİSİ
39933;21483;951434;ÇAYHANLAR
39934;21484;55418;KÖYÜN KENDİSİ
39935;21485;55419;MADEN
39936;21485;55420;KÖYÜN KENDİSİ
39937;21486;55421;KÖYÜN KENDİSİ
39938;21487;55422;KÖYÜN KENDİSİ
39939;21488;55423;GÜNEY
39940;21488;55424;YAYLA EVLERİ-KORUCUK
39941;21488;55425;YAYLA EVLERİ-ANITLI
39942;21488;55426;KÖYÜN KENDİSİ
39943;21489;55427;KÖYÜN KENDİSİ
39944;21490;55428;KÖYÜN KENDİSİ
39945;21491;55429;KÖYÜN KENDİSİ
39946;21492;51656;HACI HASANLAR
39947;21492;51657;KALABAK
39948;21492;51658;KARAAĞIL
39949;21492;51659;KARACADERBENT
39950;21492;51660;PAZAR
39951;21492;51661;SUBAŞI
39952;21492;51662;TÜREGÜN
39953;21493;55430;ÇATAK
39954;21493;55431;KÖYÜN KENDİSİ
39955;21494;55432;KÖYÜN KENDİSİ
39956;21495;55433;KÖYÜN KENDİSİ
39957;21496;55434;KÖYÜN KENDİSİ
39958;21497;55435;KÖYÜN KENDİSİ
39959;21497;55436;KARAKAYA
39960;21498;55437;KÖYÜN KENDİSİ
39961;21499;55438;KÖYÜN KENDİSİ
39962;21500;51663;DOKTOR OSMAN
39963;21500;51664;GAZİVELİ
39964;21500;51665;YEŞİLALAN
39965;21501;55439;KÖYÜN KENDİSİ
39966;21502;55440;KÖYÜN KENDİSİ
39967;21502;55441;KAYRAKLI
39968;21502;55442;TOPALAHMETLER
39969;21502;55443;ASMALI
39970;21503;55444;KÖYÜN KENDİSİ
39971;21504;51666;ATATÜRK
39972;21504;51667;CUMHURİYET
39973;21505;51668;ULUCAMİ 
39974;21505;51669;KAVAKLI 
39975;21505;51670;DURAK
39976;21505;51671;YENİ
39977;21505;51672;MOYMUL 
39978;21505;51673;İSTASYON 
39979;21505;51674;HANIMÇEŞME
39980;21505;51675;SUBAŞI 
39981;21505;51676;KARAKOVA 
39982;21505;51677;YILDIRIM BEYAZIT 
39983;21505;51678;ÖMERBEY 
39984;21505;51679;ÇARDAKLI
39985;21505;51680;ADA 
39986;21505;51681;ÇIRÇIRÇEŞME
39987;21505;51682;DAĞÇEŞME
39988;21505;51688;BAĞLIK 
39989;21505;51689;ÇUKURKÖY
39990;21505;99410;DEDELER
39991;21505;99413;BEYKÖY
39992;21506;55445;KÖYÜN KENDİSİ
39993;21507;55446;KÖYÜN KENDİSİ
39994;21508;55447;KÖYÜN KENDİSİ
39995;21509;51683;ALİKÖY-KEMALSULTAN
39996;21509;51684;ALİKÖY-ZAFER
39997;21509;100245;DULKADİR
39998;21510;55448;KÖYÜN KENDİSİ
39999;21510;55449;TOPALLAR
40000;21510;55450;HALİL İBRAHİMLER
40001;21511;55451;KÖYÜN KENDİSİ
40002;21512;55452;KÖYÜN KENDİSİ
40003;21513;55453;KÖYÜN KENDİSİ
40004;21514;55454;KÖYÜN KENDİSİ
40005;21515;55455;KÖYÜN KENDİSİ
40006;21516;51685;BALIKÖY-ÇIVGALAR
40007;21516;51686;BALIKÖY-KADI
40008;21516;51687;BALIKÖY-MERKEZ
40009;21516;99486;BALIKÖY-KARAŞEHİR
40010;21516;99487;BALIKÖY-KIŞLA
40011;21516;100028;SOLUGANLAR
40012;21517;55456;KÖYÜN KENDİSİ
40013;21519;55458;KÖYÜN KENDİSİ
40014;21520;55459;KÖYÜN KENDİSİ
40015;21521;55460;KÖYÜN KENDİSİ
40016;21522;55461;KÖYÜN KENDİSİ
40017;21523;55462;KÖYÜN KENDİSİ
40018;21523;55463;2
40019;21523;55464;3
40020;21523;55465;4
40021;21525;55467;KÖYÜN KENDİSİ
40022;21526;55468;KÖYÜN KENDİSİ
40023;21527;55469;KÖYÜN KENDİSİ
40024;21528;55470;KÖYÜN KENDİSİ
40025;21529;55471;KÖYÜN KENDİSİ
40026;21529;104436;ÇOBANKÖY OSB
40027;21530;55472;KÖYÜN KENDİSİ
40028;21530;55475;1
40029;21530;55476;GÜREPINAR
40030;21532;55477;KÖYÜN KENDİSİ
40031;21534;55480;KÖYÜN KENDİSİ
40032;21536;55482;KÖYÜN KENDİSİ
40033;21537;55483;KÖYÜN KENDİSİ
40034;21538;55484;KÖYÜN KENDİSİ
40035;21539;55485;KÖYÜN KENDİSİ
40036;21540;55486;KÖYÜN KENDİSİ
40037;21540;55487;KARŞIYAKA
40038;21540;55488;ALPAGUT
40039;21542;55490;KÖYÜN KENDİSİ
40040;21543;55491;KÖYÜN KENDİSİ
40041;21544;55492;KÖYÜN KENDİSİ
40042;21545;55493;KÖYÜN KENDİSİ
40043;21546;55494;KÖYÜN KENDİSİ
40044;21547;55495;KÖYÜN KENDİSİ
40045;21548;55496;KÖYÜN KENDİSİ
40046;21549;55497;KÖYÜN KENDİSİ
40047;21549;55498;İSTASYON ALTI
40048;21550;55499;KÖYÜN KENDİSİ
40049;21550;55500;KIZILARMAN (TABAKLI)
40050;21550;55501;SAMAKLI
40051;21550;55502;HAŞHAŞLIK (ÇİFTLİK)
40052;21550;55503;TAŞDİBİ
40053;21550;55504;CEVCELLER
40054;21550;55505;MEHMET EMİNLER 
40055;21551;55506;KÖYÜN KENDİSİ
40056;21552;55507;KÖYÜN KENDİSİ
40057;21553;55508;KÖYÜN KENDİSİ
40058;21554;55509;KÖYÜN KENDİSİ
40059;21555;55510;KÖYÜN KENDİSİ
40060;21556;55511;KÖYÜN KENDİSİ
40061;21557;55512;KÖYÜN KENDİSİ
40062;21558;55513;KÖYÜN KENDİSİ
40063;21560;55514;KÖYÜN KENDİSİ
40064;21561;55515;KÖYÜN KENDİSİ
40065;21562;55516;KÖYÜN KENDİSİ
